sentence,sentiment,emotion
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,neutral
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",neutral,neutral
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",neutral,neutral
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral,neutral
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",neutral,neutral
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",neutral,neutral
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral,neutral
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral,neutral
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",neutral,neutral
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",neutral,neutral
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",neutral,neutral
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,neutral,neutral
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral,neutral
The fine print is here .,neutral,neutral
M. and a Master of Business Administration MBA .,neutral,neutral
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,neutral
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,neutral,neutral
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral,neutral
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,neutral
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral,neutral
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,neutral
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral,neutral
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,neutral
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,neutral
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,neutral,neutral
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,neutral,neutral
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,neutral,neutral
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral,neutral
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,neutral
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,neutral
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral,neutral
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",neutral,neutral
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,neutral,neutral
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral,neutral
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral,neutral
"SCOPI Chief Business Excellence Officer , Eng .",neutral,neutral
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",neutral,neutral
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,neutral
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,neutral
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,neutral
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,neutral
